obs_uid,item_name,bh_name
79c9ada7-6821-452b-b490-09f384f3c530,Fresh oranges,Fresh or chilled fruit
79cfe4d1-99e1-43ee-91fd-582cf8e37fcf,"Chicken eggs, caged hen, large size",Egg and egg-based products
79dfa53a-0075-40cd-a27c-97da994aef28,Fresh onions,Fresh or chilled vegetables other than potatoes
79f9aeb8-86c0-4a3f-9fc8-2653d64b4de9,Fresh cucumber,Fresh or chilled vegetables other than potatoes
7a13c63a-67e0-431d-99fd-9a1ec4887eaa,Fresh onions,Fresh or chilled vegetables other than potatoes
7a17e6e3-97d3-4eaa-9551-8c57543f548c,Fresh carrots,Fresh or chilled vegetables other than potatoes
7a1a8876-e5a1-4f21-ab8d-4c8188ec3e5a,"Fresh apple, red delicious",Fresh or chilled fruit
7a7964b0-7915-43bd-9383-6f3c27265c68,Fresh carrots,Fresh or chilled vegetables other than potatoes
7a81a336-009c-4657-98ad-4a25fe19aab9,"Fresh potatoes, brown",Fresh or chilled potatoes
7a8bac86-4b07-4c6e-8914-7cedd2823458,Fresh cucumber,Fresh or chilled vegetables other than potatoes
7a94dfdb-2e4f-4e4d-8609-6f4e866c8dfd,"Chicken, whole, frozen",Poultry
7a9cec68-0931-404c-a30b-77a7c7820858,"Fresh potatoes, brown",Fresh or chilled potatoes
7ad6e6ac-868d-4a82-87ea-5d6b87add8de,"Lamb, chops","Lamb, mutton and goat"
7ad7f2cc-19b1-4d78-9b78-f15b6baaf233,"Fresh potatoes, brown",Fresh or chilled potatoes
7af6cbb9-6480-43c4-8ebf-763663b8029e,Fresh onions,Fresh or chilled vegetables other than potatoes
7afc0380-92df-4c52-b3f6-1d0c9492a001,"Fresh bananas, standard",Fresh or chilled fruit
7b2da9f4-bb08-423e-a05c-a8bc20a69211,Fresh cucumber,Fresh or chilled vegetables other than potatoes
7b38bb59-b82a-4669-b663-e2559b9d4cb8,Fresh cucumber,Fresh or chilled vegetables other than potatoes
7b92a879-c1cf-40a8-9bb2-84e490c6f861,"Fresh apples, typical local variety",Fresh or chilled fruit
7bbf17fd-1eaa-44c4-8306-3e11cfdec288,Fresh oranges,Fresh or chilled fruit
7bc0cef3-1f9c-4854-939d-86cf16f0b0eb,Fresh carrots,Fresh or chilled vegetables other than potatoes
7bcc2229-d124-49bc-ade4-a573a2d34db6,Fresh cucumber,Fresh or chilled vegetables other than potatoes
7be0d4ba-b0cf-4ea0-890f-02e8dc7f11e2,Fresh oranges,Fresh or chilled fruit
7bf34fe5-25f8-49be-9dc8-adec9c892a5a,Fresh onions,Fresh or chilled vegetables other than potatoes
7bf6b858-11c9-46bf-acc5-17122a3b7811,"Fresh apple, red delicious",Fresh or chilled fruit
7c102448-248c-4d0e-b3b5-379762edffa6,"Chicken, whole, fresh",Poultry
7c2ab27e-75e3-4b2e-8415-d0e50b371df2,Fresh oranges,Fresh or chilled fruit
7c2c7384-bfee-4121-a615-733367e049fa,"Fresh apples, typical local variety",Fresh or chilled fruit
7c2f062b-4126-4d4b-a023-24fd5c4a5e08,"Chicken, whole, frozen",Poultry
7c64e9d0-9818-4d86-8598-5d9ceb639c35,"Fresh apple, red delicious",Fresh or chilled fruit
7c662548-2f4b-4df9-a0a0-cb9c75814b8c,Fresh onions,Fresh or chilled vegetables other than potatoes
7c722da2-8d2e-4d71-abe9-e7102143aa4e,Fresh oranges,Fresh or chilled fruit
7c7bd070-da95-4763-91d4-067b5b1462b5,Fresh oranges,Fresh or chilled fruit
7cbfa4a1-a2a7-43ac-bd51-b08fd6f25f39,Fresh onions,Fresh or chilled vegetables other than potatoes
7cd1118e-6767-4600-b7be-3d23db9bfcde,"Chicken, whole, fresh",Poultry
7d16caf4-ed06-42ac-be5d-774fb5d8a122,Fresh onions,Fresh or chilled vegetables other than potatoes
7d1c7359-04f0-4543-a4e9-63c8d4f91c42,Carp,"Fresh, chilled or frozen fish and seafood"
7d205b3c-c5a6-4dd4-b749-5e0731a09246,"Beef, minced",Beef and veal
7d2a28ec-c860-492c-b1d0-aea9e20f84c6,Fresh oranges,Fresh or chilled fruit
7d4a0add-7c56-4814-bf89-ba7c615b28e8,Fresh oranges,Fresh or chilled fruit
7d4dbe94-7734-4c94-8ed2-c22d2306b19e,"Beef, with bones",Beef and veal
7d69052d-850a-4577-af2a-d55e3ac96972,Fresh onions,Fresh or chilled vegetables other than potatoes
7d8d5a28-e715-4b0c-b1a2-901d6befa798,Fresh onions,Fresh or chilled vegetables other than potatoes
7d8fb9a9-8ec9-4dde-ab2c-ac22e7d77a51,Fresh oranges,Fresh or chilled fruit
7daddea6-780a-459a-8870-f1f361ccb325,"Fresh apple, red delicious",Fresh or chilled fruit
7dba0e8c-1246-4b88-9d0d-8ee76f568a92,Fresh onions,Fresh or chilled vegetables other than potatoes
7dc9d6c2-1293-4a58-9526-599bb3ad1253,Fresh cucumber,Fresh or chilled vegetables other than potatoes
7de47658-a2d3-4f0f-a822-e8a0256146e6,Fresh carrots,Fresh or chilled vegetables other than potatoes
7df2669a-9602-4f30-a954-ba43ee63595e,Fresh onions,Fresh or chilled vegetables other than potatoes
7dfb1f2e-7a21-4b81-8d68-42591c8741aa,"Fresh potatoes, brown",Fresh or chilled potatoes
7e061377-fb96-4511-b0ce-9b9926286aa8,Tilapia,"Fresh, chilled or frozen fish and seafood"
7e08536c-31d9-4dc9-be81-7b3919c954f2,"Chicken eggs, caged hen, large size",Egg and egg-based products
7e0d6886-56b8-46f6-b89d-023a0ab4f301,"Mackerel, un-cleaned","Fresh, chilled or frozen fish and seafood"
7e319c6a-cc2a-43ad-8ad1-d7d704d01526,Chicken legs,Poultry
7e5d462e-ac0a-43db-ac0d-772251370f7c,"Shrimps, peeled, frozen","Fresh, chilled or frozen fish and seafood"
7e6e75b8-4234-4a5b-8c85-df54ad446a1f,"Fresh bananas, standard",Fresh or chilled fruit
7e75c203-ca7c-40f6-9d8f-8606e2967367,"Chicken eggs, caged hen, large size",Egg and egg-based products
7eb174e8-a841-4fe1-86ad-20c5a296fb8f,"Chicken eggs, caged hen, large size",Egg and egg-based products
7ebef126-94a6-4563-87a9-fb6f69b47922,Fresh carrots,Fresh or chilled vegetables other than potatoes
7ef62c15-6168-4588-a734-83ce65ebfdd8,"Fresh bananas, standard",Fresh or chilled fruit
7f02f2df-02f5-47ac-afab-5d58b5ead2ce,"Chicken eggs, caged hen, large size",Egg and egg-based products
7f13cf6d-b5ba-4055-99ee-7dab48cd251f,Fresh cucumber,Fresh or chilled vegetables other than potatoes
7f3345bc-e441-49b3-9a40-37a08fdc0ec2,"Fresh apple, red delicious",Fresh or chilled fruit
7f379a1e-5f4f-4b5d-8fac-e8baaf331ef4,"Lamb, chops","Lamb, mutton and goat"
7f3820a9-fad0-44a1-b124-af2541a2a5be,Fresh onions,Fresh or chilled vegetables other than potatoes
7f5bf267-9bb5-411b-9411-a158c2f8fca8,"Chicken eggs, caged hen, large size",Egg and egg-based products
7f5e475e-33c1-474a-bb01-08c261c858fb,Fresh carrots,Fresh or chilled vegetables other than potatoes
7f69d8a6-89a8-423e-a32e-e180374ded6a,"Fresh bananas, standard",Fresh or chilled fruit
7f9586c1-baf8-4d7e-8bfb-dcf47d0922b5,"Fresh apple, red delicious",Fresh or chilled fruit
7fd0d429-ef37-41a1-865e-a5ba61979c9a,Carp,"Fresh, chilled or frozen fish and seafood"
7feebda7-0f8e-4adc-8233-63232fc26993,"Fresh potatoes, brown",Fresh or chilled potatoes
8006f089-c013-4dde-a75b-eb3abfec3117,Fresh carrots,Fresh or chilled vegetables other than potatoes
80235e0d-c101-4375-b7fc-5128e2cbf610,Fresh carrots,Fresh or chilled vegetables other than potatoes
80242f97-257b-4b56-8d1a-55363fae3df1,Fresh onions,Fresh or chilled vegetables other than potatoes
802ff6f0-eea5-49a6-8c75-8fecc8f5dab0,Fresh onions,Fresh or chilled vegetables other than potatoes
804f4550-a81b-4ad7-988f-31f702800018,Fresh carrots,Fresh or chilled vegetables other than potatoes
80507647-85e0-4167-9a2d-4d602b5ef516,Fresh carrots,Fresh or chilled vegetables other than potatoes
80b53573-b97a-4f77-9e9a-d06ba092ccfb,"Beef, minced",Beef and veal
80b8b101-9753-43cd-b6cc-be0dbcec6288,"Lamb, chops","Lamb, mutton and goat"
80ba87d3-d942-46aa-9435-7b29448b45ec,"Fresh apples, typical local variety",Fresh or chilled fruit
80d70b94-9350-443d-a34a-bd6bc0e61dee,"Fresh apples, typical local variety",Fresh or chilled fruit
80d9a26a-6930-4ff5-ac45-d7f86748e7de,Fresh carrots,Fresh or chilled vegetables other than potatoes
80dbaf24-de6b-4a5b-9316-c790d5ddb1a0,"Chicken, whole, frozen",Poultry
80e84e23-cb77-40f3-bfbf-2f1e1c260a98,Carp,"Fresh, chilled or frozen fish and seafood"
80f4dcf1-d024-4ece-b3c1-6240e2dfb683,"Fresh apple, red delicious",Fresh or chilled fruit
81161755-38e8-4654-af3d-38375eacbd12,"Fresh bananas, standard",Fresh or chilled fruit
811cd046-2caf-4cfc-a5a1-e99e13e73d44,"Beef, minced",Beef and veal
811fd0f8-03a4-417f-8080-20c8ab93f8ed,Fresh onions,Fresh or chilled vegetables other than potatoes
81558cf0-c847-4236-830e-a315fb62cb02,"Fresh apples, typical local variety",Fresh or chilled fruit
818fb31c-a7bd-4a0c-814b-16158a9d9d72,"Fresh apples, typical local variety",Fresh or chilled fruit
81a8dac6-480f-4d2a-b012-90f32e030064,"Chicken eggs, caged hen, large size",Egg and egg-based products
81b434c0-99af-40a4-b138-ae362518feb7,"Chicken, whole, frozen",Poultry
81bd2e26-53aa-4905-822c-f7e01700fb57,Fresh carrots,Fresh or chilled vegetables other than potatoes
81c98cb5-615f-4016-9864-2e4e5a7e7292,"Beef, with bones",Beef and veal
81d06bb0-21a3-4849-a0f2-806fcda2c171,"Chicken, whole, fresh",Poultry
81e91050-5270-4230-8bd1-5cb3228b8d36,Fresh oranges,Fresh or chilled fruit
81f98f45-40ef-4c75-a7ff-5764939a7aad,Fresh oranges,Fresh or chilled fruit
824e92fc-61b1-455b-8e22-1e6a387ddf9b,Fresh oranges,Fresh or chilled fruit
824f551e-b91d-4fb0-8cc9-33a90fdf2f6c,Fresh cucumber,Fresh or chilled vegetables other than potatoes
82789ca8-24d9-4874-bae8-c6a695090a2b,Fresh cucumber,Fresh or chilled vegetables other than potatoes
82c9d7aa-1b55-4fc8-b47c-f1f935ed15f6,"Shrimps, peeled, frozen","Fresh, chilled or frozen fish and seafood"
82d41b40-3218-41da-9598-4ee3a32bcb9d,"Pork, ribs",Pork
82fa407f-d2b6-4028-bacb-e544c5424057,"Beef, with bones",Beef and veal
82ff9656-3efc-4b38-89d2-4274d841581f,Fresh cucumber,Fresh or chilled vegetables other than potatoes
83101f7e-f444-4c01-92b1-dd5e9fd5716a,"Chicken, whole, fresh",Poultry
8312ec80-45bb-4a1f-ae64-1c91687518e9,Fresh cucumber,Fresh or chilled vegetables other than potatoes
832aa9af-ca32-4c64-be0f-4f3a47432ccd,"Beef, minced",Beef and veal
83592ac7-be34-4ead-bae2-54bc73464d73,"Chicken eggs, caged hen, large size",Egg and egg-based products
836c1810-22b5-49bf-afb8-a3b7a69ae299,Tilapia,"Fresh, chilled or frozen fish and seafood"
83b724dd-4dd4-47fe-9b6e-c413cb5b6015,"Chicken, whole, fresh",Poultry
83c93550-420f-43db-89ed-b4eef5d99906,"Fresh apples, typical local variety",Fresh or chilled fruit
83e70c3b-46ad-49ea-a87f-d57a1c161c9c,Fresh oranges,Fresh or chilled fruit
8479acd6-bece-457c-893a-f2353aad20f7,Fresh carrots,Fresh or chilled vegetables other than potatoes
84814331-9bf0-4b86-8bf9-b17cee318654,"Fresh bananas, standard",Fresh or chilled fruit
848f3a22-16d6-4c51-994e-3a047caf7729,Fresh onions,Fresh or chilled vegetables other than potatoes
849fb1d4-2a3d-4724-9c9e-abb4fb98e13b,"Beef, with bones",Beef and veal
84b65f2c-e288-495e-9022-b20fe4532e1b,Fresh cucumber,Fresh or chilled vegetables other than potatoes
850cbff1-bb64-4fb4-8a92-2259217e7b87,"Fresh potatoes, brown",Fresh or chilled potatoes
85530102-ff2e-4487-8627-63553edd833e,"Fresh apples, typical local variety",Fresh or chilled fruit
856927ee-a8d7-4cdd-aad2-b1e5fa76499b,Fresh onions,Fresh or chilled vegetables other than potatoes
8599392b-9ed7-4fdb-a14c-22fc49d0e7c3,Fresh oranges,Fresh or chilled fruit
85b74656-56be-4816-abec-ac70c7c15959,Fresh oranges,Fresh or chilled fruit
85d18c44-0f71-439c-b00b-ae31e825c4bc,Fresh onions,Fresh or chilled vegetables other than potatoes
860460be-18a7-46d7-92ba-4ef041983328,Tilapia,"Fresh, chilled or frozen fish and seafood"
8604d14e-0c1d-49a9-ba00-27e347a13e1b,"Lamb, chops","Lamb, mutton and goat"
860b6f83-11af-4099-a2a2-7ccd8d726261,Fresh cucumber,Fresh or chilled vegetables other than potatoes
86274666-1052-41fc-b384-d69eff7b9205,Fresh carrots,Fresh or chilled vegetables other than potatoes
8639a3ad-989f-4637-a2bf-903a1df828a9,"Fresh apple, red delicious",Fresh or chilled fruit
863d18ff-395b-4cd4-a530-1a8b29d66b67,"Chicken, whole, fresh",Poultry
8651662f-45c1-4d31-972d-cd9a0d9570ec,"Fresh bananas, standard",Fresh or chilled fruit
8656630b-1584-4095-9f41-9874f74c09a3,Fresh cucumber,Fresh or chilled vegetables other than potatoes
8659d0bd-5f55-4db5-8c51-78452516cd38,Fresh cucumber,Fresh or chilled vegetables other than potatoes
866fe0fc-b6f7-4c0b-bdaf-70eb3de59aa1,"Fresh apple, red delicious",Fresh or chilled fruit
86792cad-129f-42eb-b7ed-a2be4ab9eea4,"Fresh potatoes, brown",Fresh or chilled potatoes
86a35ff0-ee1f-4b2f-b584-3ece9733f1a9,Fresh onions,Fresh or chilled vegetables other than potatoes
86a7da96-a89a-43ad-a24e-36d44b59f7a3,"Fresh potatoes, brown",Fresh or chilled potatoes
86b55c8c-d1af-4821-886f-5194026e42ed,"Fresh potatoes, brown",Fresh or chilled potatoes
86ea01c9-538e-47c7-8001-b6cf2a388456,Fresh onions,Fresh or chilled vegetables other than potatoes
86fb6ba6-6b11-4eb5-a593-21449b60ffbe,Fresh oranges,Fresh or chilled fruit
8746face-ed38-4914-8741-4af7797650c7,Fresh cucumber,Fresh or chilled vegetables other than potatoes
877be63b-616a-4bf2-9032-7884541374fa,"Fresh bananas, standard",Fresh or chilled fruit
87934ded-48a2-42c3-ba21-f07d4abd8414,Tilapia,"Fresh, chilled or frozen fish and seafood"
87b4a463-2717-4ea9-9019-041eaff304c7,"Fresh potatoes, brown",Fresh or chilled potatoes
87d0470a-0578-4fb1-b4e4-5d87e6582c75,Fresh cucumber,Fresh or chilled vegetables other than potatoes
87f54c60-96b6-4e84-a784-7230fe2e929b,Fresh onions,Fresh or chilled vegetables other than potatoes
8801a28b-a120-4a8b-987a-6cfaf50d4f27,"Fresh apple, red delicious",Fresh or chilled fruit
880e4ae7-3729-4535-b54f-aa0c355ae466,Fresh onions,Fresh or chilled vegetables other than potatoes
880f3129-3cde-4473-b777-4aa3453ee810,"Shrimps, peeled, frozen","Fresh, chilled or frozen fish and seafood"
882683fb-caf6-41d3-8db0-f3896c8509cf,"Chicken eggs, caged hen, large size",Egg and egg-based products
8826ac67-5868-4eed-9f9e-7d8e7d06b270,Tilapia,"Fresh, chilled or frozen fish and seafood"
88375849-040a-4b44-bd4a-d9e37dd41f94,"Chicken, whole, frozen",Poultry
8855cff7-0e9c-43e7-9b44-15a5096dbbbf,Fresh cucumber,Fresh or chilled vegetables other than potatoes
8877e508-9bf3-448c-b3b7-5ebba274dc53,"Fresh apples, typical local variety",Fresh or chilled fruit
8883e6b3-a04b-4401-8fc6-42e04b4b5bca,"Pork, ribs",Pork
889f940c-c5a6-406c-991d-9375d9a6988b,"Chicken eggs, caged hen, large size",Egg and egg-based products
88b132b1-bb9e-4815-bd20-94b3da30711c,"Pork, ribs",Pork
88c251a7-6f40-4c02-9916-58e2f1df7518,Fresh onions,Fresh or chilled vegetables other than potatoes
88da040f-fd9c-4983-ae29-fa714faa2cba,"Fresh apple, red delicious",Fresh or chilled fruit
88f6eff5-e044-4ac1-973d-b1d192fd3700,Fresh cucumber,Fresh or chilled vegetables other than potatoes
89016817-41d5-4a75-8767-4558f5107e8c,"Fresh apple, red delicious",Fresh or chilled fruit
8903fe3e-e18a-46a2-b9b4-5867a0789e4b,"Beef, with bones",Beef and veal
890e08d7-5004-4324-a1a9-61f189f12e00,Fresh cucumber,Fresh or chilled vegetables other than potatoes
89189bf1-590c-4d92-b113-4abe74a6cbfb,"Beef, with bones",Beef and veal
8961e710-163e-4923-bef1-fd74e57385e7,"Beef, with bones",Beef and veal
89948647-a731-4516-9d9b-32f564449838,Fresh onions,Fresh or chilled vegetables other than potatoes
89a73bd9-e14e-4989-bad9-ea1aaca48685,"Fresh apples, typical local variety",Fresh or chilled fruit
89a9a833-8829-4b68-93ef-11506e77dbcd,Fresh oranges,Fresh or chilled fruit
89b6f972-4642-4973-85ce-5dc314289978,Fresh oranges,Fresh or chilled fruit
8a0e4add-512c-403a-b3e4-702eb064aa74,Fresh carrots,Fresh or chilled vegetables other than potatoes
8a46308d-c152-4e1c-b173-af54b7055232,"Chicken eggs, caged hen, large size",Egg and egg-based products
8a52ffec-6d44-4fe1-9ee5-d2b57ba1225e,Fresh onions,Fresh or chilled vegetables other than potatoes
8a5a33e5-9c48-4e15-a512-976b3e3e5d76,Fresh onions,Fresh or chilled vegetables other than potatoes
8a6ba7d6-09b2-437c-b164-0d91ba770ae2,Fresh oranges,Fresh or chilled fruit
8a741a84-c0d9-4d7d-b160-3605ea1f5eca,"Fresh bananas, standard",Fresh or chilled fruit
8a7a2b8a-20d3-461a-9e0b-f64285b3e68f,"Fresh bananas, standard",Fresh or chilled fruit
8a907c9e-ffc0-40ba-a390-a74cb45da9c0,"Shrimps, peeled, frozen","Fresh, chilled or frozen fish and seafood"
8a9c237c-866a-45c3-8ee8-265f1bba4a96,Fresh oranges,Fresh or chilled fruit
8ab5b646-e65f-4b9f-a22d-5da60521058a,Carp,"Fresh, chilled or frozen fish and seafood"
8ac24cbb-7063-47d9-9607-33bc3280c665,"Fresh apples, typical local variety",Fresh or chilled fruit
8ad2763c-e41f-42f2-ae07-d1b1d0a827c9,Fresh carrots,Fresh or chilled vegetables other than potatoes
8aecebde-a4fa-4779-8aaa-3e7a69c8b8cf,"Chicken, whole, frozen",Poultry
8b0af6f9-6329-4f70-9147-927661b6894c,"Fresh potatoes, brown",Fresh or chilled potatoes
8b1dfadc-2540-4758-b967-28fc506ff9fe,Fresh oranges,Fresh or chilled fruit
8b3a95d2-0409-40e6-9bb0-04eb858b696c,"Chicken, whole, frozen",Poultry
8b4eb04c-8d7f-4340-ab61-f3eabff167ba,Tilapia,"Fresh, chilled or frozen fish and seafood"
8b60814e-b5b3-4d5d-8ddd-185673db7b8a,Fresh cucumber,Fresh or chilled vegetables other than potatoes
8b8f37cb-a64c-4f31-9ffd-cce1a431dcbc,"Chicken, whole, fresh",Poultry
8bc0c7b8-2377-42eb-bb3d-d271c34c11ea,"Fresh potatoes, brown",Fresh or chilled potatoes
8bcaecbc-c9b8-424f-9cf1-69ec947b822e,Fresh oranges,Fresh or chilled fruit
8be0147c-12bf-434f-8767-3f66cd26161e,Fresh onions,Fresh or chilled vegetables other than potatoes
8be391b3-bf14-41e5-a7c8-c43254264722,"Pork, ribs",Pork
8bfaa11c-5671-4e30-9bfa-5440ef0cd5af,"Fresh apple, red delicious",Fresh or chilled fruit
8c139365-b6fd-4acd-88a2-761ca184a574,"Chicken eggs, caged hen, large size",Egg and egg-based products
8c14de4f-4781-4e74-a8b3-c11f71c5f050,Fresh oranges,Fresh or chilled fruit
8c187219-3f9d-4601-b1e6-a17a44d35675,"Shrimps, peeled, frozen","Fresh, chilled or frozen fish and seafood"
8c2688a1-2f29-4ece-afff-9c9776c2e394,"Fresh apples, typical local variety",Fresh or chilled fruit
8c2e0ce5-1466-4d57-a50e-7e9c2149c3c9,Fresh cucumber,Fresh or chilled vegetables other than potatoes
8c3d6653-473c-453c-809a-f91c6c4b325a,Chicken legs,Poultry
8c84693f-6777-4c8d-9c5e-f67bcc7cda8e,Fresh carrots,Fresh or chilled vegetables other than potatoes
8caaaac6-979f-4530-bf60-0c9db34ea936,Fresh onions,Fresh or chilled vegetables other than potatoes
8cb2ee41-1ba1-4d91-85f9-181a2ed768b8,"Pork, ribs",Pork
8cf0eaf8-cb95-4e82-a8a7-864ed121156d,"Fresh apples, typical local variety",Fresh or chilled fruit
8cfd70bd-90f5-4664-bc32-b53f8c1adfaa,Fresh cucumber,Fresh or chilled vegetables other than potatoes
8d00964e-fa84-4294-8037-e8269c5f42e4,Fresh cucumber,Fresh or chilled vegetables other than potatoes
8d253ae5-fa85-4fbe-bf53-08ae09d172d5,"Fresh apples, typical local variety",Fresh or chilled fruit
8d449351-82fb-42c6-a881-3be5239f0c36,"Fresh bananas, standard",Fresh or chilled fruit
8d58cb05-6dc6-4c4b-b005-0cf01f7a62c7,"Fresh bananas, standard",Fresh or chilled fruit
8d74d8f8-d474-4f0b-9845-e5a8a1b64581,"Fresh apple, red delicious",Fresh or chilled fruit
8d7956bb-52b2-45fc-a349-26191535dbcc,"Chicken eggs, caged hen, large size",Egg and egg-based products
8d8b1569-30ac-4b57-ab9b-68c8911cc8fa,"Fresh potatoes, brown",Fresh or chilled potatoes
8da5a52d-e8b1-4452-af02-f9593965032c,Fresh onions,Fresh or chilled vegetables other than potatoes
8db430fa-5569-4722-8511-bede1b883bb6,"Mackerel, un-cleaned","Fresh, chilled or frozen fish and seafood"
8dbb3042-905c-4e13-83b3-89b8aab59da9,"Fresh apples, typical local variety",Fresh or chilled fruit
8dbfeda1-d3a0-462e-941b-f1ae5dae0b39,"Fresh bananas, standard",Fresh or chilled fruit
8dfbb8cb-1553-4082-afc7-5797b6fc7452,Fresh carrots,Fresh or chilled vegetables other than potatoes
8e014c1e-4cf4-4e1a-bdce-32d5b579b683,"Fresh apples, typical local variety",Fresh or chilled fruit
8e1b5ec0-4c68-4359-98d3-e6ed15d2cab8,Fresh carrots,Fresh or chilled vegetables other than potatoes
8e47342b-3974-484a-ad3c-0bd9fb3293ca,Fresh onions,Fresh or chilled vegetables other than potatoes
8e7515b8-32e4-4875-b291-0b864b6001bd,Fresh cucumber,Fresh or chilled vegetables other than potatoes
8e7c33a0-5e49-4102-8da2-12771573dd49,"Pork, ribs",Pork
8e872d19-cffe-4955-969c-191248c2c548,Fresh carrots,Fresh or chilled vegetables other than potatoes
8eb75a00-fdfd-4086-9dc3-04e60730a072,"Fresh bananas, standard",Fresh or chilled fruit
8ec0a32e-20da-4623-abc1-895943fef5fb,Tilapia,"Fresh, chilled or frozen fish and seafood"
8ee327b7-02f3-4891-94fb-d9737e98c2c5,Fresh onions,Fresh or chilled vegetables other than potatoes
8ef1124d-d63e-4564-8e41-9f048f44f544,Carp,"Fresh, chilled or frozen fish and seafood"
8eff6e35-d82c-4c0f-aa74-094ff61f3222,"Fresh apple, red delicious",Fresh or chilled fruit
8f279713-5e4c-4b35-bd4c-cc02b487c9ba,"Pork, fillet",Pork
8f2fbb5d-64c3-4545-98e2-3894ffc40fe8,"Beef, with bones",Beef and veal
8f32b5c6-9fb8-4ebd-8f07-a0ef74713c74,Fresh cucumber,Fresh or chilled vegetables other than potatoes
8f5d3527-26a4-4fc3-9e60-4e0a31868098,Fresh onions,Fresh or chilled vegetables other than potatoes
8f65e434-1758-4402-a1c4-4bc1961cce39,"Beef, minced",Beef and veal
8f66f7c9-3673-4c07-bb5a-430179dc16a1,"Pork, ribs",Pork
8faa2cba-df08-40b8-a9c6-36d7cff50a74,Fresh onions,Fresh or chilled vegetables other than potatoes
8fbfef65-de38-4f8e-9670-4030fa5b8aca,Fresh oranges,Fresh or chilled fruit
8fcf1121-2fc9-4621-b11b-8b722868a292,Fresh onions,Fresh or chilled vegetables other than potatoes
8fd7b2c3-74d7-42d4-96eb-c7359bdca60b,Carp,"Fresh, chilled or frozen fish and seafood"
8ff9a803-4fb5-46ec-b7e2-a16b628fc2f1,"Fresh potatoes, brown",Fresh or chilled potatoes
90051ef5-023e-4a06-903b-c89f2fff5f45,Fresh onions,Fresh or chilled vegetables other than potatoes
901b19c4-7149-4bb7-bda0-a21282324605,"Goat, mixed cut, with bones","Lamb, mutton and goat"
904c7cad-62a6-46dc-9519-4b7a81686bf9,"Fresh potatoes, brown",Fresh or chilled potatoes
904fdb41-ad8c-4160-b113-443f510e8fa0,Fresh carrots,Fresh or chilled vegetables other than potatoes
90883455-3198-40fe-afa9-ceb02f0b19de,Fresh oranges,Fresh or chilled fruit
90915437-9770-4d11-8bb5-32cade2c6ccd,"Fresh bananas, standard",Fresh or chilled fruit
909fd0a6-e3b9-4aa3-beb2-c6fccc1de373,Fresh cucumber,Fresh or chilled vegetables other than potatoes
90b2ba2d-906e-4fa0-b5dc-73113e5decec,Fresh onions,Fresh or chilled vegetables other than potatoes
90c1e1a5-c785-44f5-b656-9ba37d9ded8b,"Beef, minced",Beef and veal
90cf2416-f313-4202-826a-4fd5e224c8b5,"Fresh apple, red delicious",Fresh or chilled fruit
912b3b24-f2da-4fa8-86f0-e2b1f49013dd,"Fresh potatoes, brown",Fresh or chilled potatoes
9179ad81-e4dd-4f3d-b3cf-2121f0185be5,Fresh oranges,Fresh or chilled fruit
9199368f-1ee5-4397-89da-19f4dec60823,"Mackerel, un-cleaned","Fresh, chilled or frozen fish and seafood"
919eb87b-00c5-4c25-b2ec-8534a2254e87,"Chicken, whole, fresh",Poultry
91a2224b-c230-41fd-b122-d70715c68793,"Fresh apples, typical local variety",Fresh or chilled fruit
91cffa01-914e-45dd-94da-be441625c19a,"Chicken eggs, caged hen, large size",Egg and egg-based products
91d69b38-3a04-4e44-9e58-0cd281127a1f,"Fresh bananas, standard",Fresh or chilled fruit
91e97ae9-d198-4759-bb08-f30029c59ba8,Tilapia,"Fresh, chilled or frozen fish and seafood"
91ff201f-ef05-4a6a-af17-e0e0851b4deb,Fresh oranges,Fresh or chilled fruit
921a62aa-f6ce-4ba2-8cdb-669bcbfa3a7a,Fresh carrots,Fresh or chilled vegetables other than potatoes
9223a9a1-e457-4818-a45f-9f652745af99,"Fresh bananas, standard",Fresh or chilled fruit
923063c3-2a76-4be7-97d8-5e54c0d63e2d,"Fresh bananas, standard",Fresh or chilled fruit
92471c10-5f7b-44a1-b1c9-7163faa8d2e9,"Fresh potatoes, brown",Fresh or chilled potatoes
925db5fa-f00c-4c7f-819c-bf8fec06c1f1,Fresh carrots,Fresh or chilled vegetables other than potatoes
928b7adc-e8ac-41fe-aad6-2b73d1e44c55,Fresh onions,Fresh or chilled vegetables other than potatoes
928f6a22-d1e1-4069-86af-835f42c7cefd,Fresh oranges,Fresh or chilled fruit
9294c71a-3af1-4350-ab24-f2a29edabb50,"Beef, with bones",Beef and veal
92a7295b-1757-4d7e-a327-ba9afc382d5a,Fresh onions,Fresh or chilled vegetables other than potatoes
92b1c281-ec31-4cfc-957e-4b2fc28455ef,Fresh onions,Fresh or chilled vegetables other than potatoes
92eeeac3-f7c3-452c-926a-dc935241e756,"Shrimps, peeled, frozen","Fresh, chilled or frozen fish and seafood"
930102af-ccac-4eaa-ae55-ee48cdb9a9f4,"Fresh bananas, standard",Fresh or chilled fruit
9301a0d3-e604-43cf-8882-69753357e3b8,"Fresh apple, red delicious",Fresh or chilled fruit
93028a0e-07b9-4041-9539-1317317173c4,"Fresh potatoes, brown",Fresh or chilled potatoes
9311e449-40ce-47d5-b2ad-5b20503b0840,"Beef, with bones",Beef and veal
